97,3395,158- Zuidervelodroom,129- Godefriduskaai,2025-10-20 09:10:00,2025-10-20 09:22:00,12
112,1852,232- Wim Saerens,227- Amstel,2025-10-20 19:53:00,2025-10-20 20:01:00,8
112,186,287- Kioskplaats/Centrum,290- Coöperatielaan,2025-10-20 09:15:00,2025-10-20 09:18:00,3
120,3039,138- Amsterdamstraat,225- Verbindingsdok Eilandje,2025-10-20 15:06:00,2025-10-20 15:08:00,2
120,3459,150- Waterhoenlaan,071- Sint-Michielskaai,2025-10-20 15:48:00,2025-10-20 15:51:00,3
120,2388,134- MAS,105- Plantin en Moretus,2025-10-20 06:08:00,2025-10-20 06:20:00,12
120,4033,132- Montgomery,217- Joske Vermeulen,2025-10-20 10:55:00,2025-10-20 11:10:00,15
127,4346,108- Krugerpark,126- Lange Dijk,2025-10-20 19:38:00,2025-10-20 19:44:00,6
127,1832,139- Londenstraat,167 - Fod Financiën 2,2025-10-20 12:37:00,2025-10-20 12:39:00,2
127,3072,211- Cultuurcentrum,214- Kerkhofblommen,2025-10-20 15:54:00,2025-10-20 15:56:00,2
133,2318,001- Centraal Station - Astrid,038- Pastorijstraat,2025-10-20 05:48:00,2025-10-20 05:50:00,2
133,2680,103- Oude Kerk Berchem,234- Deurne Atheneum,2025-10-20 11:01:00,2025-10-20 11:16:00,15
137,899,318 - De Burlet,201- P&R Luchtbal,2025-10-20 13:37:00,2025-10-20 14:17:00,40
137,3860,271- Middelheimmuseum,078- Oud Gerechtshof,2025-10-20 07:38:00,2025-10-20 07:51:00,13
137,1620,007- NMBS Berchem,148- Verhaerenlaan,2025-10-20 17:49:00,2025-10-20 18:07:00,18
137,607,323 - Sint-Augustinus,298- Koornbloem,2025-10-20 11:23:00,2025-10-20 11:33:00,10
137,2835,111- Van Der Meyden,043- Grétrystraat,2025-10-20 09:31:00,2025-10-20 09:37:00,6
170,1723,135- Loodswezen,164 - AP Ellermanstraat,2025-10-20 21:22:00,2025-10-20 21:26:00,4
170,4357,329 - Prosper de Wit,228- Van Heetvelde,2025-10-20 15:47:00,2025-10-20 15:51:00,4
170,1706,018- Meirbrug,170-Quellin,2025-10-20 11:34:00,2025-10-20 11:36:00,2
170,2651,243- Mestputteke,038- Pastorijstraat,2025-10-20 15:15:00,2025-10-20 15:23:00,8
170,304,017- Groenplaats,076- Prekersplein,2025-10-20 14:42:00,2025-10-20 14:44:00,2
175,2245,146- Reinaartlaan,187 - Krijgslaan,2025-10-20 23:51:00,2025-10-21 00:18:00,27
175,2969,015- Schone Kunsten,071- Sint-Michielskaai,2025-10-20 17:25:00,2025-10-20 17:28:00,3
210,2049,234- Deurne Atheneum,078- Oud Gerechtshof,2025-10-20 10:30:00,2025-10-20 10:45:00,15
210,3575,317 - Distelhoek,166 - Schoenmarkt,2025-10-20 17:38:00,2025-10-20 17:55:00,17
210,4368,064- Zuiderterras,016- Marnixplaats,2025-10-20 16:39:00,2025-10-20 16:44:00,5
210,3810,052- Waaslandtunnel,129- Godefriduskaai,2025-10-20 11:48:00,2025-10-20 11:50:00,2
216,4148,026- Meir-Antoon Van Dijck,283- Hollebeek,2025-10-20 06:24:00,2025-10-20 06:44:00,20
216,132,049- Tolhuis,020- Groenplaats 2,2025-10-20 11:20:00,2025-10-20 11:22:00,2
216,1046,251- Te Boelaerpark Noord,150- Waterhoenlaan,2025-10-20 10:01:00,2025-10-20 10:20:00,19
237,2113,048- De Keyserlei 2,254- Sint-Jozef,2025-10-20 08:53:00,2025-10-20 09:05:00,12
237,4797,148- Verhaerenlaan,158- Zuidervelodroom,2025-10-20 18:43:00,2025-10-20 18:52:00,9
272,3201,039- Koxplein,186 - Universiteitsplein,2025-10-20 14:31:00,2025-10-20 14:54:00,23
272,1103,002- Centraal Station - Astrid 2,004- De Keyserlei,2025-10-20 13:48:00,2025-10-20 13:50:00,2
272,1318,287- Kioskplaats/Centrum,331 - Zaatlaan,2025-10-20 14:38:00,2025-10-20 14:40:00,2
289,1089,316 - D.E. Van Damme,037- Theater,2025-10-20 12:35:00,2025-10-20 12:57:00,22
303,1717,135- Loodswezen,062- Station Dam,2025-10-20 09:51:00,2025-10-20 09:58:00,7
303,1263,009- NMBS Oost,329 - Prosper de Wit,2025-10-20 07:06:00,2025-10-20 07:16:00,10
303,4521,153- Beatrijslaan,150- Waterhoenlaan,2025-10-20 09:55:00,2025-10-20 09:57:00,2
303,2246,146- Reinaartlaan,226- Noordschippersdok,2025-10-20 14:33:00,2025-10-20 14:46:00,13
331,964,244- Waterbaan,243- Mestputteke,2025-10-20 12:26:00,2025-10-20 12:28:00,2
331,2564,109- Kerkstraat,213- Kroonplein,2025-10-20 12:45:00,2025-10-20 13:00:00,15
331,2405,014- Markgrave,088- Haantjeslei,2025-10-20 10:46:00,2025-10-20 10:48:00,2
340,463,148- Verhaerenlaan,060- Grote Markt,2025-10-20 13:17:00,2025-10-20 13:19:00,2
348,3354,264- Filip Williotstraat,277- Ahornen,2025-10-20 11:49:00,2025-10-20 12:00:00,11
364,2919,215- Nieuwdreef,139- Londenstraat,2025-10-20 12:36:00,2025-10-20 12:44:00,8
367,3134,091- Hemelstraat,012- Brussel,2025-10-20 19:54:00,2025-10-20 19:59:00,5
367,1941,166 - Schoenmarkt,027- Lange Nieuwstraat,2025-10-20 17:48:00,2025-10-20 17:50:00,2
367,4505,117- Sint Jansplein,110- Dageraadplaats,2025-10-20 13:52:00,2025-10-20 14:01:00,9
367,4428,085- Den Bell,080- Montigny,2025-10-20 16:52:00,2025-10-20 16:54:00,2
373,3530,237- Ter Rivieren,231- den Antwerp,2025-10-20 10:14:00,2025-10-20 10:19:00,5
407,659,206- Station Luchtbal,138- Amsterdamstraat,2025-10-20 14:41:00,2025-10-20 14:48:00,7
407,3349,205- Kinepolis,031- Wezenberg,2025-10-20 09:29:00,2025-10-20 09:52:00,23
407,3885,335- Speelplein,215- Nieuwdreef,2025-10-20 20:17:00,2025-10-20 20:19:00,2
407,3157,129- Godefriduskaai,058- Noorderterras,2025-10-20 23:41:00,2025-10-20 23:43:00,2
407,650,206- Station Luchtbal,333 - Frans Adriaenssen / Joma,2025-10-20 08:01:00,2025-10-20 08:07:00,6
411,1662,030- Het Laar,137- Sint-Laureiskaai,2025-10-20 17:37:00,2025-10-20 17:46:00,9
425,1231,210- Maantjessteenweg,114- ZNA Stuivenberg,2025-10-20 03:02:00,2025-10-20 03:17:00,15
425,3112,074- Vismijn,158- Zuidervelodroom,2025-10-20 10:50:00,2025-10-20 10:54:00,4
425,4763,046- De Merode,082- Fotografiemuseum,2025-10-20 17:39:00,2025-10-20 17:47:00,8
429,2262,340 - Dokter Donny,055- Zonnebloemstraat,2025-10-20 11:57:00,2025-10-20 12:12:00,15
429,1867,209- Melgeshof,301- Luchthaven,2025-10-20 13:03:00,2025-10-20 13:34:00,31
433,2951,128- ZNA Cadix,117- Sint Jansplein,2025-10-20 15:11:00,2025-10-20 15:14:00,3
433,107,261- Brilschans,182 - Mediahuis,2025-10-20 21:33:00,2025-10-20 21:55:00,22
433,1193,307 - Baron Sadoin,334 - Den Haas,2025-10-20 13:05:00,2025-10-20 13:49:00,44
433,4083,164 - AP Ellermanstraat,173 - Franklin Roosevelt,2025-10-20 06:20:00,2025-10-20 06:22:00,2
437,3623,277- Ahornen,070- Sint Andries,2025-10-20 11:45:00,2025-10-20 12:01:00,16
437,963,244- Waterbaan,245- AZ Monica,2025-10-20 11:20:00,2025-10-20 11:23:00,3
437,1409,225- Verbindingsdok Eilandje,129- Godefriduskaai,2025-10-20 12:00:00,2025-10-20 12:02:00,2
437,2181,311 - Cockerillhof,040- Desguinlei,2025-10-20 14:08:00,2025-10-20 14:25:00,17
443,4151,026- Meir-Antoon Van Dijck,170-Quellin,2025-10-20 16:02:00,2025-10-20 16:04:00,2
443,4308,249- Frans De Vriend,022- Statie,2025-10-20 11:24:00,2025-10-20 11:28:00,4
443,856,319 - Schaliemolen,332 - Valkstraat,2025-10-20 12:08:00,2025-10-20 12:13:00,5
443,4043,190 - De Singel 2,007- NMBS Berchem,2025-10-20 10:18:00,2025-10-20 10:26:00,8
451,2565,071- Sint-Michielskaai,043- Grétrystraat,2025-10-20 23:04:00,2025-10-20 23:13:00,9
451,2060,234- Deurne Atheneum,122- Schijnpoort,2025-10-20 12:44:00,2025-10-20 12:51:00,7
451,4020,034- M HKA,230- Bosuil,2025-10-20 07:46:00,2025-10-20 08:06:00,20
468,656,206- Station Luchtbal,033- Hessenhuis,2025-10-20 12:57:00,2025-10-20 13:05:00,8
468,403,202- Squarepark,167 - Fod Financiën 2,2025-10-20 11:08:00,2025-10-20 11:21:00,13
468,2318,038- Pastorijstraat,030- Het Laar,2025-10-20 08:34:00,2025-10-20 08:36:00,2
484,3032,138- Amsterdamstraat,225- Verbindingsdok Eilandje,2025-10-20 11:30:00,2025-10-20 11:33:00,3
484,4456,066- Modemuseum,173 - Franklin Roosevelt,2025-10-20 09:37:00,2025-10-20 09:40:00,3
484,3793,052- Waaslandtunnel,324 - Dordrechlaan,2025-10-20 04:21:00,2025-10-20 04:38:00,17
485,1783,340 - Dokter Donny,036- Bourla,2025-10-20 12:26:00,2025-10-20 12:48:00,22
504,2104,048- De Keyserlei 2,002- Centraal Station - Astrid 2,2025-10-20 16:51:00,2025-10-20 16:53:00,2
504,1192,307 - Baron Sadoin,241- Kerkendijk,2025-10-20 15:26:00,2025-10-20 16:04:00,38
532,795,023- Hopland,002- Centraal Station - Astrid 2,2025-10-20 07:23:00,2025-10-20 07:27:00,4
532,3787,088- Haantjeslei,100- Van Hombeeckplein,2025-10-20 10:06:00,2025-10-20 10:09:00,3
532,3084,008- NMBS Berchem 2,022- Statie,2025-10-20 14:40:00,2025-10-20 14:42:00,2
546,4837,218- Groenendaalcollege,124- Park Spoor Noord 1,2025-10-20 04:22:00,2025-10-20 04:31:00,9
546,916,152- Blancefloerlaan,280- Marmotteke,2025-10-20 12:31:00,2025-10-20 12:52:00,21
546,2301,302- Rozenkrans,212- Rode Loop,2025-10-20 10:44:00,2025-10-20 11:19:00,35
546,1201,307 - Baron Sadoin,271- Middelheimmuseum,2025-10-20 08:02:00,2025-10-20 08:21:00,19
554,330,136- Spoor Noord Skatebowl,082- Fotografiemuseum,2025-10-20 20:12:00,2025-10-20 20:24:00,12
554,186,290- Coöperatielaan,166 - Schoenmarkt,2025-10-20 04:33:00,2025-10-20 04:54:00,21
554,836,027- Lange Nieuwstraat,023- Hopland,2025-10-20 14:28:00,2025-10-20 14:30:00,2
560,1909,241- Kerkendijk,285- Hoge Beuken,2025-10-20 08:10:00,2025-10-20 08:42:00,32
560,1370,238- Ertbrugge,111- Van Der Meyden,2025-10-20 13:46:00,2025-10-20 14:00:00,14
564,1733,145- De Coster,053- Paardenmarkt,2025-10-20 16:06:00,2025-10-20 16:14:00,8
567,4801,148- Verhaerenlaan,075- Vlaamsekaai,2025-10-20 08:34:00,2025-10-20 08:38:00,4
567,3484,016- Marnixplaats,015- Schone Kunsten,2025-10-20 14:55:00,2025-10-20 14:57:00,2
567,1056,223- Red Star Line,097- Cuperus,2025-10-20 14:08:00,2025-10-20 14:21:00,13
574,4115,250- Borsbeekbrug,324 - Dordrechlaan,2025-10-20 06:43:00,2025-10-20 06:49:00,6
574,1136,142- Esmoreitlaan,089- Hof van Leysen,2025-10-20 17:59:00,2025-10-20 18:16:00,17
574,3993,328 - Oude Terminus,162 - Regatta 1,2025-10-20 05:06:00,2025-10-20 05:36:00,30
574,3022,233- Gallifort,065- Plantinkaai,2025-10-20 15:28:00,2025-10-20 15:49:00,21
574,2437,037- Theater,023- Hopland,2025-10-20 08:08:00,2025-10-20 08:10:00,2
576,1369,238- Ertbrugge,153- Beatrijslaan,2025-10-20 13:30:00,2025-10-20 13:54:00,24
576,3941,024- Opera,119- Ploeg,2025-10-20 14:15:00,2025-10-20 14:17:00,2
576,2238,113- Helmstraat,016- Marnixplaats,2025-10-20 16:13:00,2025-10-20 16:26:00,13
576,1579,296- Mastvest,062- Station Dam,2025-10-20 23:39:00,2025-10-20 23:59:00,20
589,2104,002- Centraal Station - Astrid 2,089- Hof van Leysen,2025-10-20 15:20:00,2025-10-20 15:31:00,11
589,3394,158- Zuidervelodroom,015- Schone Kunsten,2025-10-20 13:01:00,2025-10-20 13:03:00,2
589,4234,143- Melis Stokelaan,065- Plantinkaai,2025-10-20 11:10:00,2025-10-20 11:17:00,7
589,4368,016- Marnixplaats,020- Groenplaats 2,2025-10-20 10:37:00,2025-10-20 10:39:00,2
590,605,323 - Sint-Augustinus,031- Wezenberg,2025-10-20 11:06:00,2025-10-20 11:14:00,8
590,2943,128- ZNA Cadix,184 - Jan Palfijn,2025-10-20 10:20:00,2025-10-20 10:35:00,15
590,604,323 - Sint-Augustinus,073- Maarschalk Gérard,2025-10-20 16:18:00,2025-10-20 16:33:00,15
598,1944,230- Bosuil,135- Loodswezen,2025-10-20 08:40:00,2025-10-20 08:57:00,17
598,3305,119- Ploeg,023- Hopland,2025-10-20 07:28:00,2025-10-20 07:34:00,6
598,656,033- Hessenhuis,334 - Den Haas,2025-10-20 14:05:00,2025-10-20 14:24:00,19
598,3100,061- Victor Jacobslei,118- Dambrugge,2025-10-20 16:27:00,2025-10-20 16:40:00,13
601,4607,078- Oud Gerechtshof,302- Rozenkrans,2025-10-20 03:54:00,2025-10-20 04:06:00,12
601,259,033- Hessenhuis,123- Park Spoor Noord 2,2025-10-20 14:40:00,2025-10-20 14:44:00,4
601,2704,268- ZNA Middelheim,103- Oude Kerk Berchem,2025-10-20 15:22:00,2025-10-20 15:25:00,3
601,4330,188 - Regatta 2,303-Kambala,2025-10-20 04:35:00,2025-10-20 04:49:00,14
612,4675,154- Terloplein,048- De Keyserlei 2,2025-10-20 13:47:00,2025-10-20 13:55:00,8
612,4301,249- Frans De Vriend,007- NMBS Berchem,2025-10-20 02:05:00,2025-10-20 02:07:00,2
612,3608,277- Ahornen,240- Park Groot Schijn,2025-10-20 08:47:00,2025-10-20 09:17:00,30
612,100,188 - Regatta 2,148- Verhaerenlaan,2025-10-20 11:24:00,2025-10-20 11:29:00,5
612,2814,259- Posthofbrug,078- Oud Gerechtshof,2025-10-20 16:22:00,2025-10-20 16:35:00,13
612,1003,235- Cogelsplein,053- Paardenmarkt,2025-10-20 10:55:00,2025-10-20 11:08:00,13
623,876,105- Plantin en Moretus,107- Moorkensplein,2025-10-20 03:24:00,2025-10-20 03:26:00,2
623,857,319 - Schaliemolen,010- NMBS Zuid,2025-10-20 17:27:00,2025-10-20 17:40:00,13
623,3413,266- Fruithoflaan 1,139- Londenstraat,2025-10-20 14:57:00,2025-10-20 15:20:00,23
623,1084,245- AZ Monica,167 - Fod Financiën 2,2025-10-20 13:51:00,2025-10-20 14:09:00,18
624,3450,252- Te Boelaerpark/Gitschotellei,100- Van Hombeeckplein,2025-10-20 12:04:00,2025-10-20 12:13:00,9
624,2486,079- Nationale Bank,108- Krugerpark,2025-10-20 03:44:00,2025-10-20 03:53:00,9
624,182,310 - Sporthal Sorghvliedt,307 - Baron Sadoin,2025-10-20 14:16:00,2025-10-20 14:20:00,4
625,3100,118- Dambrugge,123- Park Spoor Noord 2,2025-10-20 16:45:00,2025-10-20 16:47:00,2
625,4336,184 - Jan Palfijn,212- Rode Loop,2025-10-20 17:47:00,2025-10-20 17:51:00,4
625,1213,054- Ossenmarkt,026- Meir-Antoon Van Dijck,2025-10-20 11:50:00,2025-10-20 11:52:00,2
630,2247,146- Reinaartlaan,280- Marmotteke,2025-10-20 09:51:00,2025-10-20 10:12:00,21
630,4377,041- Van Eyck,079- Nationale Bank,2025-10-20 10:26:00,2025-10-20 10:29:00,3
630,2579,047- Militair Hospitaal,125- Sint-Norbertus,2025-10-20 09:07:00,2025-10-20 09:17:00,10
630,1669,030- Het Laar,315 - Elsdonk,2025-10-20 09:36:00,2025-10-20 09:55:00,19
630,429,080- Montigny,094- Paleisstraat,2025-10-20 11:55:00,2025-10-20 11:57:00,2
630,1776,340 - Dokter Donny,124- Park Spoor Noord 1,2025-10-20 14:05:00,2025-10-20 14:30:00,25
634,3469,150- Waterhoenlaan,055- Zonnebloemstraat,2025-10-20 07:05:00,2025-10-20 07:21:00,16
634,2936,124- Park Spoor Noord 1,022- Statie,2025-10-20 16:49:00,2025-10-20 17:04:00,15
639,3320,076- Prekersplein,086- Troonplaats,2025-10-20 14:53:00,2025-10-20 14:57:00,4
640,2643,093- Sint Vincentius,001- Centraal Station - Astrid,2025-10-20 17:12:00,2025-10-20 17:18:00,6
640,1262,009- NMBS Oost,115- Metro Elisabeth,2025-10-20 13:00:00,2025-10-20 13:08:00,8
640,4519,053- Paardenmarkt,017- Groenplaats,2025-10-20 12:42:00,2025-10-20 12:47:00,5
640,3587,285- Hoge Beuken,332 - Valkstraat,2025-10-20 21:55:00,2025-10-20 22:07:00,12
646,4510,117- Sint Jansplein,115- Metro Elisabeth,2025-10-20 09:29:00,2025-10-20 09:31:00,2
646,2340,001- Centraal Station - Astrid,315 - Elsdonk,2025-10-20 19:48:00,2025-10-20 20:08:00,20
646,1508,289- Broydenborgpark,300- Wilrijksepleinen,2025-10-20 11:48:00,2025-10-20 12:03:00,15
650,361,330 - Meerlenhof,042- Harmonie,2025-10-20 08:20:00,2025-10-20 08:41:00,21
650,2397,014- Markgrave,124- Park Spoor Noord 1,2025-10-20 10:29:00,2025-10-20 10:42:00,13
654,4361,329 - Prosper de Wit,271- Middelheimmuseum,2025-10-20 09:14:00,2025-10-20 09:39:00,25
683,4618,056- Minderbroedersrui,319 - Schaliemolen,2025-10-20 13:09:00,2025-10-20 13:30:00,21
683,2820,170-Quellin,173 - Franklin Roosevelt,2025-10-20 08:20:00,2025-10-20 08:22:00,2
683,2926,122- Schijnpoort,291- Braem blokken,2025-10-20 18:15:00,2025-10-20 18:38:00,23
685,1199,307 - Baron Sadoin,220- 't Dokske,2025-10-20 07:18:00,2025-10-20 08:00:00,42
685,2595,236- Districtshuis Deurne,041- Van Eyck,2025-10-20 16:16:00,2025-10-20 16:29:00,13
686,3853,021- Driekoningen,342 - Nieuw Zuid,2025-10-20 12:19:00,2025-10-20 12:30:00,11
686,3042,114- ZNA Stuivenberg,250- Borsbeekbrug,2025-10-20 06:06:00,2025-10-20 06:16:00,10
686,4271,144- August Vermeylenlaan,139- Londenstraat,2025-10-20 10:15:00,2025-10-20 10:24:00,9
686,4351,329 - Prosper de Wit,298- Koornbloem,2025-10-20 08:12:00,2025-10-20 08:45:00,33
693,232,142- Esmoreitlaan,116- Loosplaats,2025-10-20 08:07:00,2025-10-20 08:19:00,12
693,2963,128- ZNA Cadix,056- Minderbroedersrui,2025-10-20 17:07:00,2025-10-20 17:13:00,6
693,304,076- Prekersplein,140- Jachthaven LO,2025-10-20 15:27:00,2025-10-20 15:35:00,8
693,4183,057- Wolstraat,139- Londenstraat,2025-10-20 16:27:00,2025-10-20 16:33:00,6
693,2219,175 - Asiadok,095- Quinten Matsijslei,2025-10-20 15:25:00,2025-10-20 15:35:00,10
693,1507,289- Broydenborgpark,227- Amstel,2025-10-20 11:32:00,2025-10-20 12:08:00,36
712,848,319 - Schaliemolen,254- Sint-Jozef,2025-10-20 06:14:00,2025-10-20 06:33:00,19
712,3021,233- Gallifort,048- De Keyserlei 2,2025-10-20 13:56:00,2025-10-20 14:07:00,11
733,1271,009- NMBS Oost,170-Quellin,2025-10-20 13:27:00,2025-10-20 13:31:00,4
733,1162,094- Paleisstraat,184 - Jan Palfijn,2025-10-20 11:26:00,2025-10-20 11:55:00,29
733,4701,051- Mutsaardplein,066- Modemuseum,2025-10-20 06:17:00,2025-10-20 06:19:00,2
734,446,099- Generaal Leman,218- Groenendaalcollege,2025-10-20 09:46:00,2025-10-20 10:08:00,22
734,2394,014- Markgrave,039- Koxplein,2025-10-20 13:09:00,2025-10-20 13:20:00,11
734,3729,068-  Turnhoutsepoort,120- Eendracht,2025-10-20 08:28:00,2025-10-20 08:32:00,4
734,4722,308 - KDG Campus Hoboken,047- Militair Hospitaal,2025-10-20 13:27:00,2025-10-20 13:46:00,19
742,3682,073- Maarschalk Gérard,240- Park Groot Schijn,2025-10-20 13:33:00,2025-10-20 13:56:00,23
742,331,136- Spoor Noord Skatebowl,309 - De Torekens,2025-10-20 09:07:00,2025-10-20 09:39:00,32
742,1920,207- P&R Merksem,167 - Fod Financiën 2,2025-10-20 16:36:00,2025-10-20 16:54:00,18
742,3116,074- Vismijn,095- Quinten Matsijslei,2025-10-20 03:42:00,2025-10-20 03:48:00,6
759,1232,210- Maantjessteenweg,055- Zonnebloemstraat,2025-10-20 09:54:00,2025-10-20 10:21:00,27
759,1557,255- Van den Haute,342 - Nieuw Zuid,2025-10-20 11:04:00,2025-10-20 11:26:00,22
759,4810,058- Noorderterras,124- Park Spoor Noord 1,2025-10-20 08:14:00,2025-10-20 08:20:00,6
762,341,272- Groenenborger,046- De Merode,2025-10-20 10:46:00,2025-10-20 10:57:00,11
762,2266,270- Dikke Mee,180 - P&R LO 1,2025-10-20 19:26:00,2025-10-20 19:48:00,22
762,2905,327 - Ridderveld,342 - Nieuw Zuid,2025-10-20 09:36:00,2025-10-20 09:47:00,11
801,4003,328 - Oude Terminus,122- Schijnpoort,2025-10-20 17:40:00,2025-10-20 17:50:00,10
801,1818,239- Zwarte Arend,153- Beatrijslaan,2025-10-20 17:09:00,2025-10-20 17:34:00,25
801,2504,201- P&R Luchtbal,082- Fotografiemuseum,2025-10-20 07:25:00,2025-10-20 07:49:00,24
809,4138,075- Vlaamsekaai,340 - Dokter Donny,2025-10-20 16:56:00,2025-10-20 17:14:00,18
809,2059,234- Deurne Atheneum,116- Loosplaats,2025-10-20 11:08:00,2025-10-20 11:21:00,13
809,398,248- De Schans,115- Metro Elisabeth,2025-10-20 12:40:00,2025-10-20 12:48:00,8
816,3885,215- Nieuwdreef,024- Opera,2025-10-20 23:35:00,2025-10-20 23:48:00,13
816,2874,031- Wezenberg,299- Antwerp expo,2025-10-20 10:53:00,2025-10-20 10:55:00,2
816,2219,095- Quinten Matsijslei,039- Koxplein,2025-10-20 09:47:00,2025-10-20 09:53:00,6
820,3866,342 - Nieuw Zuid,079- Nationale Bank,2025-10-20 09:47:00,2025-10-20 09:53:00,6
820,4711,051- Mutsaardplein,034- M HKA,2025-10-20 14:01:00,2025-10-20 14:08:00,7
820,1557,342 - Nieuw Zuid,118- Dambrugge,2025-10-20 11:42:00,2025-10-20 11:54:00,12
820,1737,145- De Coster,095- Quinten Matsijslei,2025-10-20 09:45:00,2025-10-20 09:56:00,11
826,3933,256- Zillebeek,040- Desguinlei,2025-10-20 14:29:00,2025-10-20 14:40:00,11
826,4584,038- Pastorijstraat,203- Venezuelastraat,2025-10-20 12:51:00,2025-10-20 13:04:00,13
826,4755,305 - Ter Nieuwerbrugge,255- Van den Haute,2025-10-20 17:52:00,2025-10-20 18:01:00,9
826,1349,326 - Krugerbrug,097- Cuperus,2025-10-20 12:59:00,2025-10-20 13:17:00,18
826,4242,299- Antwerp expo,204- Luchtbal winkelcentrum,2025-10-20 17:16:00,2025-10-20 17:43:00,27
826,4159,026- Meir-Antoon Van Dijck,036- Bourla,2025-10-20 13:57:00,2025-10-20 13:59:00,2
843,4223,143- Melis Stokelaan,156- Gasstraat,2025-10-20 09:18:00,2025-10-20 09:30:00,12
843,1938,166 - Schoenmarkt,160- Vlinderpaleis,2025-10-20 09:02:00,2025-10-20 09:08:00,6
843,4605,078- Oud Gerechtshof,072- Tropisch Instituut,2025-10-20 10:36:00,2025-10-20 10:38:00,2
854,2551,162 - Regatta 1,013- De Singel 1,2025-10-20 06:10:00,2025-10-20 06:24:00,14
854,2566,071- Sint-Michielskaai,153- Beatrijslaan,2025-10-20 15:59:00,2025-10-20 16:02:00,3
857,1795,065- Plantinkaai,215- Nieuwdreef,2025-10-20 16:59:00,2025-10-20 17:19:00,20
857,3137,004- De Keyserlei,027- Lange Nieuwstraat,2025-10-20 15:40:00,2025-10-20 15:42:00,2
857,3356,264- Filip Williotstraat,001- Centraal Station - Astrid,2025-10-20 10:34:00,2025-10-20 10:49:00,15
857,4842,036- Bourla,190 - De Singel 2,2025-10-20 11:53:00,2025-10-20 12:01:00,8
857,836,023- Hopland,070- Sint Andries,2025-10-20 15:58:00,2025-10-20 16:02:00,4
857,80,005- Centraal Station / Kievit,115- Metro Elisabeth,2025-10-20 12:37:00,2025-10-20 12:40:00,3
858,3200,039- Koxplein,029- Lozana,2025-10-20 15:13:00,2025-10-20 15:20:00,7
858,3136,004- De Keyserlei,015- Schone Kunsten,2025-10-20 17:13:00,2025-10-20 17:21:00,8
858,670,186 - Universiteitsplein,277- Ahornen,2025-10-20 11:02:00,2025-10-20 11:08:00,6
874,442,099- Generaal Leman,129- Godefriduskaai,2025-10-20 19:40:00,2025-10-20 19:54:00,14
874,3587,332 - Valkstraat,122- Schijnpoort,2025-10-20 16:31:00,2025-10-20 17:00:00,29
874,754,097- Cuperus,047- Militair Hospitaal,2025-10-20 09:34:00,2025-10-20 09:36:00,2
898,1681,263- Fruithoflaan 2,249- Frans De Vriend,2025-10-20 08:01:00,2025-10-20 08:11:00,10
898,3585,285- Hoge Beuken,290- Coöperatielaan,2025-10-20 11:55:00,2025-10-20 12:01:00,6
898,4057,190 - De Singel 2,089- Hof van Leysen,2025-10-20 15:40:00,2025-10-20 15:42:00,2
